idade_em_2023;nome_curso;distancia_cidade_polo;genero;raca;estado_civil;jornada;renda_familiar;tempo_ensino_medio;motivo_ead;internet_casa;evadiu
47;Letras Português - Licenciatura;Até 50km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;0
45;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Não;1
44;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;0
37;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
46;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Letras Português - Licenciatura;Até 50km;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
43;Educação Física - Licenciatura Plena;Até 50km;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
33;Educação Física - Licenciatura Plena;Até 50km;Masculino;Preta;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
40;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
66;Letras Inglês - Licenciatura;De 50km a 100 km;Feminino;Amarela;Divorciado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;0
44;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Não;1
43;Letras Português - Licenciatura;Até 50km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Letras Português - Licenciatura;De 50km a 100 km;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
45;Letras Português - Licenciatura;Mais de 200 km;Masculino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
41;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Preta;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
44;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
54;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Casado(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
45;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
51;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Amarela;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;1
46;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
42;Educação Física - Licenciatura Plena;De 100 a 200 km;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;1
43;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Letras Inglês - Licenciatura;De 50km a 100 km;Masculino;Branca;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
42;Letras Inglês - Licenciatura;Até 50km;Feminino;Branca;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
41;Letras Inglês - Licenciatura;De 50km a 100 km;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Educação Física - Licenciatura Plena;Até 50km;Feminino;Parda;Divorciado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Pedagogia - Licenciatura;Até 50km;Feminino;Branca;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Educação Física - Licenciatura Plena;De 100 a 200 km;Masculino;Parda;Solteiro(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Não estou trabalhando;Mais de 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Letras Português - Licenciatura;Mais de 200 km;Masculino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Preta;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Educação Física - Licenciatura Plena;De 100 a 200 km;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
41;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
41;Letras Português - Licenciatura;Até 50km;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
43;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;0
45;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Divorciado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
44;Geografia - Licenciatura;De 100 a 200 km;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Educação Física - Licenciatura Plena;Até 50km;Feminino;Branca;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
34;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Branca;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Branca;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
41;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Branca;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Letras Português - Licenciatura;De 50km a 100 km;Feminino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Educação Física - Licenciatura Plena;De 100 a 200 km;Masculino;Preta;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Divorciado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
43;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Não;1
42;Letras Português - Licenciatura;De 50km a 100 km;Masculino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
41;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
43;Educação Física - Licenciatura Plena;De 50km a 100 km;Feminino;Branca;Solteiro(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
42;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Branca;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;1
42;Geografia - Licenciatura;De 100 a 200 km;Masculino;Preta;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
41;Educação Física - Licenciatura Plena;Até 50km;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Letras Português - Licenciatura;Até 50km;Feminino;Branca;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Letras Português - Licenciatura;De 100 a 200 km;Masculino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;1
43;Educação Física - Licenciatura Plena;Até 50km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
38;Letras Inglês - Licenciatura;Até 50km;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
40;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
40;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;0
40;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Letras Inglês - Licenciatura;Mais de 200 km;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 3 a 5 anos;Carga horária flexível e compatível com minha realidade;Sim;1
38;Letras Português - Licenciatura;Até 50km;Feminino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
40;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
45;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Viúvo(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Letras Português - Licenciatura;Até 50km;Feminino;Preta;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
44;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Amarela;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
45;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Amarela;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
38;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Divorciado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
40;Educação Física - Licenciatura Plena;De 100 a 200 km;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
43;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;1
40;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Não;1
41;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
42;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
46;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;1
39;Pedagogia - Licenciatura;De 50km a 100 km;Feminino;Preta;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;1
41;Geografia - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 3 a 5 anos;Autonomia nos estudos;Sim;0
39;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
39;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Preta;Solteiro(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
37;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Parda;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
49;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Custos mais baixos para concluir o curso;Não;0
40;Letras Inglês - Licenciatura;Até 50km;Feminino;Parda;Casado(a);Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
40;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
39;Letras Português - Licenciatura;Até 50km;Feminino;Branca;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
41;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
54;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Divorciado(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;0
43;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Masculino;Preta;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
37;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;1
41;Letras Português - Licenciatura;Até 50km;Feminino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Não;1
48;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
41;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
39;Pedagogia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
38;Letras Inglês - Licenciatura;Até 50km;Feminino;Parda;Casado(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;outros;Sim;1
39;Educação Física - Licenciatura Plena;De 50km a 100 km;Feminino;Parda;Viúvo(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
38;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Facilidade de acesso às aulas e ao material didático;Sim;0
35;Letras Inglês - Licenciatura;De 100 a 200 km;Feminino;Parda;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
31;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
46;Geografia - Licenciatura;De 50km a 100 km;Feminino;Branca;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
58;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Custos mais baixos para concluir o curso;Não;0
32;Educação Física - Licenciatura Plena;Até 50km;Masculino;Branca;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
36;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
29;Letras Inglês - Licenciatura;Até 50km;Feminino;Parda;Solteiro(a);Até 20 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Autonomia nos estudos;Sim;0
36;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Branca;Solteiro(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
33;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Branca;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
39;Educação Física - Licenciatura Plena;Moro no mesmo município do polo;Masculino;Preta;Solteiro(a);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
36;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Solteiro(a);Até 20 horas;Até 1 salário mínimo por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
38;Letras Português - Licenciatura;Até 50km;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
38;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Mais de 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
55;Pedagogia - Licenciatura;De 100 a 200 km;Feminino;Branca;Casado(a);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Mais de 10 anos;Custos mais baixos para concluir o curso;Sim;0
41;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Mais de 40 horas;Até 1 salário mínimo por pessoa;Mais de 10 anos;outros;Sim;0
38;Letras Inglês - Licenciatura;De 100 a 200 km;Feminino;Preta;Casado(a);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Mais de 10 anos;Autonomia nos estudos;Sim;0
23;Letras Português - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Solteiro(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 1 a 3 anos;Carga horária flexível e compatível com minha realidade;Sim;1
38;Geografia - Licenciatura;Moro no mesmo município do polo;Feminino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;0
39;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Masculino;Parda;Casado(a);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;De 5 a 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
39;Letras Inglês - Licenciatura;Moro no mesmo município do polo;Feminino;Branca;Casado(a);Não estou trabalhando;Até 1 salário mínimo por pessoa;Mais de 10 anos;Carga horária flexível e compatível com minha realidade;Sim;1
