idade_em_2023;nome_curso;nome_polo;distancia_polo;distancia_cidade_polo;ano_ingresso;genero;raca;estado_civil;profissao;jornada;renda_familiar;modalidade_ensino_medio;tipo_instituicao;tempo_ensino_medio;possui_graduacao;modalidade_graduacao;ja_fez_curso_ead;turno_ava;dias_acesso_ava;motivo_ead;internet_casa;local_acesso_ava;tipo_necessidade_especial;ferramenta_tecnologica;evadiu
39;Letras Inglês - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2020;Masculino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
39;Letras Inglês - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
35;Educação Física - Licenciatura Plena;Lagoa Santa;0;Moro no mesmo município do polo;2020;Masculino;Preta;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
43;Educação Física - Licenciatura Plena;Buritizeiro;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
40;Geografia - Licenciatura;Jequitinhonha;51.048;Até 50km;2020;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;Sábados e domingos;outros;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Geografia - Licenciatura;Brasília de Minas;105.599;De 100 a 200 km;2020;Feminino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Letras Inglês - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2020;Masculino;Preta;Casado(a);Sim, atuo no setor privado;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Letras Português - Licenciatura;Salinas;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Pedagogia - Licenciatura;São João da Ponte;136.202;De 100 a 200 km;2020;Feminino;Preta;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
36;Pedagogia - Licenciatura;São João da Ponte;136.202;De 100 a 200 km;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Manhã;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
34;Letras Inglês - Licenciatura;Lagoa Santa;0;Moro no mesmo município do polo;2020;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
32;Pedagogia - Licenciatura;Carlos Chagas;107.396;De 100 a 200 km;2020;Feminino;Preta;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
26;Letras Português - Licenciatura;Itamonte;25.099;Até 50km;2020;Feminino;Branca;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
33;Educação Física - Licenciatura Plena;Andrelândia;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
38;Pedagogia - Licenciatura;São João da Ponte;21.496;De 50km a 100 km;2020;Feminino;Parda;Casado(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Letras Português - Licenciatura;Itamonte;34.796;Até 50km;2020;Feminino;Branca;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;outros;0
36;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
42;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Educação Física - Licenciatura Plena;Pedra Azul;0;Moro no mesmo município do polo;2020;Masculino;Branca;Divorciado(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
36;Educação Física - Licenciatura Plena;Lagoa Santa;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
28;Pedagogia - Licenciatura;Mantena;0;Moro no mesmo município do polo;2020;Feminino;Amarela;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);De 5 a 10 anos;Não;A distância (ou semipresencial);Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
36;Educação Física - Licenciatura Plena;Buritizeiro;7.926;De 100 a 200 km;2020;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;outros;0
30;Educação Física - Licenciatura Plena;Pedra Azul;0;Moro no mesmo município do polo;2020;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Letras Português - Licenciatura;Itamarandiba;0;Até 50km;2020;Feminino;Branca;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 3 a 5 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Letras Português - Licenciatura;Taiobeiras;0;Moro no mesmo município do polo;2020;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;outros;Não identificado;Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;No trabalho;Não tenho necessidades especiais;Computador;0
42;Letras Português - Licenciatura;Salinas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
38;Geografia - Licenciatura;Turmalina;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Educação Física - Licenciatura Plena;Buritizeiro;0;Moro no mesmo município do polo;2020;Masculino;Preta;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
39;Letras Português - Licenciatura;Itamarandiba;0;Moro no mesmo município do polo;2020;Feminino;Branca;Divorciado(a);Sim, atuo no setor privado;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
39;Educação Física - Licenciatura Plena;Pedra Azul;0;Moro no mesmo município do polo;2020;Masculino;Parda;Divorciado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Branca;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
36;Educação Física - Licenciatura Plena;Buritizeiro;7.926;Até 50km;2020;Masculino;Preta;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Pedagogia - Licenciatura;São João da Ponte;136.202;De 100 a 200 km;2020;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Letras Português - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Letras Inglês - Licenciatura;Várzea da Palma;0;Mais de 200 km;2020;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Tarde;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;No trabalho;Não tenho necessidades especiais;Computador;1
36;Educação Física - Licenciatura Plena;Lagoa Santa;47.809;De 50km a 100 km;2020;Feminino;Preta;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Tarde;De segunda a sexta;Custos mais baixos para concluir o curso;Sim;Em casa;Não tenho necessidades especiais;Computador;0
41;Letras Inglês - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2020;Feminino;Preta;Divorciado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
34;Letras Inglês - Licenciatura;Várzea da Palma;41.539;Até 50km;2020;Masculino;Preta;Solteiro(a);Outro;De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) particular(es);Mais de 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Geografia - Licenciatura;Brasília de Minas;59.486;Até 50km;2020;Feminino;Preta;Casado(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
35;Educação Física - Licenciatura Plena;Capelinha;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Pedagogia - Licenciatura;Jaíba;30.561;Até 50km;2020;Feminino;Preta;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
34;Pedagogia - Licenciatura;Mantena;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
36;Letras Inglês - Licenciatura;Monte Azul;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
39;Geografia - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2020;Masculino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
36;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;outros;1
36;Educação Física - Licenciatura Plena;Pedra Azul;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;Mais de 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
35;Geografia - Licenciatura;Brasília de Minas;105.599;De 100 a 200 km;2020;Feminino;Preta;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;outros;Não identificado;Mais de 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;outros;Sim;No trabalho;Não tenho necessidades especiais;Smartphone;0
35;Pedagogia - Licenciatura;São João da Ponte;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Não;Em casa de familiares e/ou amigos;Não tenho necessidades especiais;Smartphone;0
43;Letras Português - Licenciatura;Itamonte;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Outro;Até 20 horas;De 2 a 4 salários mínimos por pessoa;outros;Em escola(s) particular(es);Mais de 10 anos;Sim;Presencial;Não;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
36;Pedagogia - Licenciatura;Carlos Chagas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Pedagogia - Licenciatura;Mantena;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
40;Pedagogia - Licenciatura;Rio Pardo de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
38;Letras Inglês - Licenciatura;Várzea da Palma;0;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
36;Letras Inglês - Licenciatura;Janaúba;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Não, não estou trabalhando;Não estou trabalhando;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
34;Educação Física - Licenciatura Plena;Pedra Azul;0;Moro no mesmo município do polo;2020;Masculino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
33;Geografia - Licenciatura;Jequitinhonha;0;Moro no mesmo município do polo;2020;Masculino;Parda;Casado(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 5 a 10 anos;Não;Não fiz outra graduação;Sim;Manhã;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;No trabalho;Não tenho necessidades especiais;Computador;1
38;Pedagogia - Licenciatura;Jaíba;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Outro;Até 20 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;1
35;Pedagogia - Licenciatura;Mantena;261.733;Mais de 200 km;2020;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Carga horária flexível e compatível com minha realidade;Não;No trabalho;Não tenho necessidades especiais;Computador;0
39;Geografia - Licenciatura;Brasília de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Sim, atuo no serviço público (federal, estadual ou municipal);De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
35;Letras Português - Licenciatura;Itamonte;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
35;Letras Português - Licenciatura;Taiobeiras;50.377;Moro no mesmo município do polo;2020;Feminino;Parda;Solteiro(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Educação de Jovens e Adultos (EJA);Em escola(s) pública(s);De 5 a 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;1
36;Geografia - Licenciatura;Brasília de Minas;0;Moro no mesmo município do polo;2020;Feminino;Parda;Casado(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
43;Geografia - Licenciatura;Brasília de Minas;0;Moro no mesmo município do polo;2020;Masculino;Preta;Solteiro(a);Sim, atuo no setor privado;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;A distância (ou semipresencial);Sim;Noite;De segunda a sexta;Autonomia nos estudos;Sim;Em casa;Não tenho necessidades especiais;Computador;0
30;Letras Português - Licenciatura;Salinas;0;Moro no mesmo município do polo;2020;Masculino;Parda;Solteiro(a);Outro;Mais de 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Smartphone;0
39;Letras Português - Licenciatura;Salinas;30.447;Até 50km;2020;Outro;Parda;Solteiro(a);Outro;De 21 a 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Não;Não fiz outra graduação;Não;Noite;De segunda a sexta;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
37;Geografia - Licenciatura;Turmalina;0;Moro no mesmo município do polo;2020;Feminino;Preta;Solteiro(a);Outro;Mais de 40 horas;Até 1 salário mínimo por pessoa;Ensino Médio Regular;Em escola(s) pública(s);De 3 a 5 anos;Não;A distância (ou semipresencial);Sim;Noite;Sábados e domingos;Carga horária flexível e compatível com minha realidade;Sim;Em casa;Não tenho necessidades especiais;Computador;0
35;Pedagogia - Licenciatura;Jaíba;0;Moro no mesmo município do polo;2020;Feminino;Branca;Casado(a);Outro;De 21 a 40 horas;De 2 a 4 salários mínimos por pessoa;Ensino Médio Regular;Em escola(s) pública(s);Mais de 10 anos;Sim;Presencial;Sim;Noite;Sábados e domingos;Facilidade de acesso às aulas e ao material didático;Sim;Em casa;Não tenho necessidades especiais;Computador;0
